1.8029	0.3961
0.2929	0.1158
1.5943	0.3416
1.5225	-0.8137
1.3207	0.0817
2.4792	0.6142
1.4300	-0.5701
2.2387	0.1094
1.9534	-0.4351
1.9301	-0.9688
1.8763	-1.0889
1.1762	0.0870
1.6141	-0.4639
1.4846	1.1633
0.9808	-0.6086
1.6127	-0.1505
0.9540	-0.0255
0.3190	-0.1455
0.3172	-0.1430
0.5504	-0.6972
0.3434	0.0464
0.4452	-0.1479
1.2458	-0.3798
0.3636	0.1509
1.2765	-0.7469
0.0053	-0.0207
0.4417	-0.0099
1.7924	0.5309
0.6414	-0.6533
0.0396	-0.0102
0.4502	-0.3567
0.7585	-0.1486
0.4118	0.0509
0.5780	-0.1635
0.6053	-0.0460
1.2223	-1.1943
1.1642	0.0623
0.6554	-0.1095
1.2823	0.6562
0.8462	-0.3763
1.0637	-1.1807
0.5006	-0.0761
0.8717	0.1599
0.7910	0.2721
1.6095	1.5397
1.5241	-0.6671
0.9086	0.5366
0.2948	0.0778
0.9242	-0.3941
1.0759	-0.4011
1.2933	0.3518
0.3759	-0.4595
0.6345	0.1257
0.7088	-0.1380
0.7015	0.1242
0.8992	-0.6963
1.1415	0.6270
1.2097	0.1235
1.0159	0.5494
1.6633	-0.7088
0.7207	-0.3949
1.2049	0.2972
0.6558	0.2802
0.6525	-0.1618
0.8251	-0.3775
0.3393	0.0344
1.2843	0.1203
0.7918	0.6762
1.6208	1.0209
0.5523	0.0240
0.9533	0.2502
0.4836	-0.6522
0.8599	-0.6813
0.3718	-0.6838
1.3528	-0.3962
0.9149	0.3606
1.0187	-0.7908
2.0222	0.2588
1.1066	-0.9619
0.4668	-0.1212
0.5499	0.2233
0.5728	0.7394
0.8193	0.0030
0.6855	-0.3993
1.1804	0.4990
0.9248	0.5291
1.5997	-0.7633
1.4353	-0.5359
0.7439	-0.7979
1.2883	0.9949
1.2673	1.3408
1.0376	-0.7237
1.4723	-0.3824
0.3334	-0.2430
0.8297	0.0423
0.7748	-0.4462
0.8841	-1.0021
1.0882	-0.1595
1.8040	0.2144
0.8237	0.3366
0.7783	0.4473
0.5781	0.2524
0.5194	0.3486
0.5204	-0.3435
1.3674	1.3612
0.0684	-0.0169
1.3001	0.0433
0.8304	-0.3484
0.8972	-0.2602
0.0218	-0.0177
0.2615	-0.1099
0.7402	-0.3496
0.7171	-0.1068
1.5249	-0.1814
0.9992	0.6651
0.4852	-0.1309
0.9786	0.3223
1.7965	0.4854
0.3517	0.1094
1.0571	0.4159
0.3097	0.0025
0.7501	0.3766
1.4101	0.2386
0.5629	-0.2886
1.0582	1.1676
0.7017	-0.2616
0.7982	0.1750
0.5172	-0.3917
1.1285	-0.0431
0.7692	0.1292
0.8842	-0.0151
1.0083	0.1252
1.1051	0.1730
0.6662	-0.3399
0.3968	0.0084
0.4292	-0.0214
1.7830	-1.2976
0.8926	-0.8605
0.4336	-0.0805
1.1885	-0.8805
0.3750	0.2564
0.4474	0.1936
1.9883	0.5178
0.6179	-0.4849
0.7917	-0.0319
0.0268	-0.0232
1.1747	-0.2136
0.7599	0.1495
1.0096	-0.0773
1.2526	-0.4912
0.7071	-0.8194
0.9567	0.0360
0.7453	-0.4474
0.7550	0.1794
0.2936	-0.3493
1.6606	0.8589
1.1369	-0.1985
0.6737	-0.2534
1.3541	-1.3045
0.9573	0.8114
0.4744	-0.2602
2.1042	-1.9483
1.0258	0.2090
0.6358	-1.0056
0.8385	0.1371
0.8225	-0.5113
1.0552	0.1070
0.8601	-0.1169
1.3768	1.6103
1.0694	-0.2391
0.4454	-0.0585
0.5208	0.5033
1.1426	0.7251
1.0184	0.2586
0.8652	-0.1001
0.9317	0.1683
0.6508	-0.0312
0.0472	0.0146
1.0599	-1.4204
0.1439	-0.0323
0.4020	-0.2168
0.7748	-0.7664
0.6508	0.1387
0.3385	-0.1720
0.6710	-0.6417
1.1124	0.2950
0.9738	-0.6523
0.5366	-0.1430
0.4041	-0.2292
0.1845	-0.2128
0.4006	-0.4389
0.5213	-0.0916
0.4907	-0.2512
1.2933	0.9162
1.1297	-0.2364
1.2802	-0.3708
0.5167	-0.2616
0.2379	-0.2922
1.3351	0.0526
1.2825	-0.5001
0.6478	-0.2622
0.9209	-0.2952
0.8478	-0.6180
0.5837	-0.2747
0.2931	0.0769
1.1144	-0.5642
1.2876	1.0345
0.4969	0.0422
1.2182	0.0353
0.8418	-0.4430
1.8935	0.2481
1.6669	-1.3752
0.8975	-0.0126
1.6135	-1.0171
1.1752	-0.2365
1.4791	0.5884
1.1361	-0.5165
1.2840	0.3035
1.1669	-0.5565
1.3389	-0.3645
1.2812	0.6272
0.5540	-0.3380
0.3916	0.1410
0.9074	-0.2898
2.1774	1.1733
1.0060	-0.0153
0.3199	-0.0167
1.0528	0.4757
0.2594	0.1584
1.2178	-0.5667
1.2434	0.8694
0.8422	0.3506
1.5222	0.6047
1.2721	-0.5108
0.4021	0.2407
0.3614	0.1696
1.1599	0.0720
1.1699	-0.2807
1.0170	-0.6299
0.9550	-0.2828
1.4628	0.3236
1.0718	-0.4336
1.1513	0.8051
1.0166	-0.7715
0.7793	-0.4826
1.3027	-0.1805
1.4846	0.2819
0.5811	0.0076
0.9485	-0.0572
1.1898	-0.2076
1.6753	0.3155
0.3369	-0.1553
1.1771	0.0344
1.3150	0.2853
1.2378	-0.2874
1.2389	-0.8051
1.3169	-0.5415
1.4433	0.4436
0.4871	-0.4418
0.3986	-0.4998
0.6324	-0.6649
1.4390	-0.5199
2.0228	-0.6044
1.1998	-0.9087
0.7683	0.3195
0.7378	-0.1704
1.9677	0.7812
2.0154	1.0589
1.3298	0.0753
0.9196	-0.3286
1.0490	-1.1110
1.4815	0.0074
1.8194	0.1441
1.5890	0.9034
0.6676	0.4838
1.4799	0.9023
1.1187	-0.3806
0.7306	0.1542
1.3632	-0.2420
2.4650	0.8488
1.6226	0.6611
1.6558	0.9032
1.1783	0.2629
0.9366	0.1729
1.1684	0.1608
1.2137	-1.6589
1.9011	-0.4483
1.0803	-0.2518
0.9323	0.5041
1.0288	-0.7369
1.1421	0.0475
2.1191	1.8801
0.7864	-0.7109
1.0709	0.3084
1.3227	0.1827
0.8707	-0.1028
0.3334	-0.5505
1.2737	0.3051
1.0984	-0.5170
0.8860	-0.2946
1.3461	-0.0111
0.8653	0.3695
0.8971	-0.1879
0.9511	0.1997
1.1258	-0.5278
1.7210	-0.2718
0.5381	-0.2941
2.5096	0.6270
0.9187	-0.4343
1.3502	-0.3482
0.8601	0.1632
1.0404	0.0216
1.3567	-0.6145
1.6699	0.2475
0.1096	-0.0762
0.7791	-0.2902
0.3587	-0.1041
0.6225	-0.2238
1.0545	0.2701
1.4834	0.1931
0.4571	-0.1664
0.6017	-0.4988
0.1157	-0.1516
1.1175	0.2528
0.7908	0.4892
1.0825	0.6300
1.1836	-0.6270
1.5156	1.1661
0.6152	-0.1017
2.1326	1.0205
0.6898	0.1627
1.5261	1.5219
0.7580	0.2334
0.8581	-0.5208
1.2109	1.6160
0.9694	-0.5065
0.5972	-0.1783
1.9745	0.5164
0.8546	-0.6527
0.7567	-0.4681
0.9614	-0.7004
1.6848	-0.3261
1.6967	0.7011
1.1292	-0.3508
0.6794	-0.0040
0.5910	-0.1797
1.5270	-0.2786
0.4910	-0.1629
1.1635	-0.2048
0.8661	-0.5067
0.3126	-0.0644
1.2040	-0.1192
1.0503	-0.4354
0.7536	-0.1173
1.3499	-1.5914
1.0086	0.0637
0.4328	-0.0088
0.4430	-0.0064
0.6679	0.1087
1.6790	-0.3045
0.8230	-0.0628
1.4678	-0.4277
1.4833	0.4267
0.8570	-0.6957
0.9982	-0.8072
1.2043	-0.0855
0.9218	-0.4004
0.9875	-0.6559
1.0299	-0.4952
1.2162	-0.0315
0.9527	0.2630
0.7362	0.4755
0.9059	-1.0269
0.9987	-0.3982
1.6676	0.7687
1.8374	1.0872
1.2622	0.4947
2.0645	1.4359
0.8764	0.3272
1.6459	-0.6926
1.3807	-0.2755
1.3330	-1.3532
1.0953	-0.6185
1.6458	-0.5890
1.7828	-0.5937
1.2471	0.2692
1.4966	-0.2872
1.4928	0.4614
0.4522	-0.2954
1.2169	0.2537
1.8138	-0.9470
1.8895	0.9500
0.7231	-0.2650
1.3181	-0.2344
0.6543	0.0594
1.1006	-0.7329
1.0773	-0.9889
1.1017	-0.1438
1.3685	-0.4699
0.8079	-0.8761
0.5492	-0.1215
1.1720	0.1937
1.7526	-0.4601
0.7973	-0.3762
1.0255	-0.3350
1.4460	0.5570
1.4909	0.7093
1.3072	-0.8640
1.4197	-0.6644
1.7057	1.5658
1.6617	0.2121
1.6526	-0.2566
0.6017	-0.6010
0.9602	-0.3200
1.2500	0.0690
1.2274	-0.2535
0.6416	0.1647
0.8936	-0.7270
1.4927	-0.7085
0.9874	-0.3196
1.4351	-0.1882
1.3308	-1.3868
1.0870	0.2584
1.4870	0.6030
0.7413	-0.3039
1.7776	0.6198
1.1714	0.0333
0.9440	0.3814
0.9920	0.0316
1.0438	-0.6035
0.7260	-0.0011
0.6212	-0.1808
0.4654	-0.1683
1.2035	0.2372
1.5188	-1.0769
1.1723	-0.8316
1.4408	0.3755
1.4773	-0.2605
0.6072	0.1793
0.9865	0.4671
0.4670	-0.4896
1.2008	-0.4432
1.3269	-0.7295
1.8471	-1.7027
0.6328	-0.3996
1.3528	-0.3343
0.7753	0.6019
1.4288	0.1912
0.5402	0.2173
0.2892	-0.1874
1.1795	0.2560
1.0552	-0.5924
1.0736	-0.1211
1.0244	-0.4950
1.5352	0.8009
0.9057	-0.1254
1.2315	-0.0264
1.9318	0.2510
1.9175	-0.3357
1.6162	-0.3256
1.1307	-0.0638
0.8836	0.1846
0.9003	-0.5970
1.2575	-0.1918
2.2536	-1.2726
1.0064	-0.4454
1.6259	0.1316
1.0080	0.1669
1.2916	0.8572
0.7037	0.0191
1.0557	-0.6442
1.8260	0.4473
1.3848	-0.7494
0.7943	-0.0179
0.9005	0.1299
0.9029	0.2469
1.3712	-0.1873
